sent1,sent2,unicode,label,strategy,attribute,filename,emoji,separate_filenames
This is sad_but_relieved_face [EM] syringe [EM] face_with_head-bandage.,This is constant lover.,U+1F625 U+1F489 U+1F915,0,6,CONTINUITY,1430.png,😥💉🤕,"['noto-emoji/png/512/emoji_u1f625.png', 'noto-emoji/png/512/emoji_u1f489.png', 'noto-emoji/png/512/emoji_u1f915.png']"
This is hourglass_not_done [EM] persevering_face [EM] face_with_head-bandage.,This is constant lover.,U+23F3 U+1F623 U+1F915,0,6,CONTINUITY,1427.png,⏳😣🤕,"['noto-emoji/png/512/emoji_u23f3.png', 'noto-emoji/png/512/emoji_u1f623.png', 'noto-emoji/png/512/emoji_u1f915.png']"
This is face_with_head-bandage [EM] health_worker.,This is constant lover.,U+1F915 U+1F9D1 U+200D U+2695 U+FE0F,0,6,CONTINUITY,1425.png,🤕🧑‍⚕️,"['noto-emoji/png/512/emoji_u1f915.png', 'noto-emoji/png/512/emoji_u1f9d1.png', 'noto-emoji/png/512/emoji_u2695.png']"
This is heart_with_arrow [EM] couple_with_heart_woman_man [EM] clockwise_vertical_arrows.,This is constant pain.,U+1F498 U+1F469 U+200D U+2764 U+FE0F U+200D U+1F468 U+1F503,0,6,CONSTANCY,1420.png,💘👩‍❤️‍👨🔃,"['noto-emoji/png/512/emoji_u1f498.png', 'noto-emoji/png/512/emoji_u1f469.png', 'noto-emoji/png/512/emoji_u2764.png', 'noto-emoji/png/512/emoji_u1f468.png', 'noto-emoji/png/512/emoji_u1f503.png']"
This is woman_frowning [EM] red_heart [EM] man_frowning [EM] infinity.,This is constant pain.,U+1F64D U+200D U+2640 U+FE0F U+2764 U+FE0F U+1F64D U+200D U+2642 U+FE0F U+267E U+FE0F,0,6,CONSTANCY,1415.png,🙍‍♀️❤️🙍‍♂️♾️,"['noto-emoji/png/512/emoji_u1f64d.png', 'noto-emoji/png/512/emoji_u2640.png', 'noto-emoji/png/512/emoji_u2764.png', 'noto-emoji/png/512/emoji_u1f64d.png', 'noto-emoji/png/512/emoji_u2642.png', 'noto-emoji/png/512/emoji_u267e.png']"
This is ring [EM] man_with_veil [EM] woman_with_veil [EM] man_in_tuxedo [EM] couple_with_heart.,This is constant pain.,U+1F48D U+1F470 U+200D U+2642 U+FE0F U+1F470 U+200D U+2640 U+FE0F U+1F935 U+200D U+2642 U+FE0F U+1F491,0,6,CONSTANCY,1417.png,💍👰‍♂️👰‍♀️🤵‍♂️💑,"['noto-emoji/png/512/emoji_u1f48d.png', 'noto-emoji/png/512/emoji_u1f470.png', 'noto-emoji/png/512/emoji_u2642.png', 'noto-emoji/png/512/emoji_u1f470.png', 'noto-emoji/png/512/emoji_u2640.png', 'noto-emoji/png/512/emoji_u1f935.png', 'noto-emoji/png/512/emoji_u2642.png', 'noto-emoji/png/512/emoji_u1f491.png']"
This is heart_with_arrow [EM] couple_with_heart_woman_man [EM] clockwise_vertical_arrows.,This is constant pain.,U+1F498 U+1F469 U+200D U+2764 U+FE0F U+200D U+1F468 U+1F503,0,6,CONSTANCY,1420.png,💘👩‍❤️‍👨🔃,"['noto-emoji/png/512/emoji_u1f498.png', 'noto-emoji/png/512/emoji_u1f469.png', 'noto-emoji/png/512/emoji_u2764.png', 'noto-emoji/png/512/emoji_u1f468.png', 'noto-emoji/png/512/emoji_u1f503.png']"
This is mantelpiece_clock [EM] zzz [EM] people_hugging.,This is constant pain.,U+1F570 U+1F4A4 U+1FAC2,0,6,CONSTANCY,1419.png,🕰💤🫂,"['noto-emoji/png/512/emoji_u1f570.png', 'noto-emoji/png/512/emoji_u1f4a4.png', 'noto-emoji/png/512/emoji_u1fac2.png']"
This is ring [EM] man_with_veil [EM] woman_with_veil [EM] man_in_tuxedo [EM] couple_with_heart.,This is constant pain.,U+1F48D U+1F470 U+200D U+2642 U+FE0F U+1F470 U+200D U+2640 U+FE0F U+1F935 U+200D U+2642 U+FE0F U+1F491,0,6,CONSTANCY,1417.png,💍👰‍♂️👰‍♀️🤵‍♂️💑,"['noto-emoji/png/512/emoji_u1f48d.png', 'noto-emoji/png/512/emoji_u1f470.png', 'noto-emoji/png/512/emoji_u2642.png', 'noto-emoji/png/512/emoji_u1f470.png', 'noto-emoji/png/512/emoji_u2640.png', 'noto-emoji/png/512/emoji_u1f935.png', 'noto-emoji/png/512/emoji_u2642.png', 'noto-emoji/png/512/emoji_u1f491.png']"
This is men_holding_hands [EM] kiss_man_man [EM] hourglass_not_done [EM] hourglass_done [EM] revolving_hearts [EM] man_white_hair [EM] man_white_hair.,This is constant pain.,U+1F46C U+1F468 U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+23F3 U+231B U+1F49E U+1F468 U+200D U+1F9B3 U+1F468 U+200D U+1F9B3,0,6,CONSTANCY,1421.png,👬👨‍❤️‍💋‍👨⏳⌛💞👨‍🦳👨‍🦳,"['noto-emoji/png/512/emoji_u1f46c.png', 'noto-emoji/png/512/emoji_u1f468.png', 'noto-emoji/png/512/emoji_u2764.png', 'noto-emoji/png/512/emoji_u1f48b.png', 'noto-emoji/png/512/emoji_u1f468.png', 'noto-emoji/png/512/emoji_u23f3.png', 'noto-emoji/png/512/emoji_u231b.png', 'noto-emoji/png/512/emoji_u1f49e.png', 'noto-emoji/png/512/emoji_u1f468.png', 'noto-emoji/png/512/emoji_u1f9b3.png', 'noto-emoji/png/512/emoji_u1f468.png', 'noto-emoji/png/512/emoji_u1f9b3.png']"
This is mantelpiece_clock [EM] zzz [EM] people_hugging.,This is constant pain.,U+1F570 U+1F4A4 U+1FAC2,0,6,CONSTANCY,1419.png,🕰💤🫂,"['noto-emoji/png/512/emoji_u1f570.png', 'noto-emoji/png/512/emoji_u1f4a4.png', 'noto-emoji/png/512/emoji_u1fac2.png']"
This is dna [EM] peace_symbol.,This is internal organ.,U+1F9EC U+262E U+FE0F,0,6,INWARDNESS,1440.png,🧬☮️,"['noto-emoji/png/512/emoji_u1f9ec.png', 'noto-emoji/png/512/emoji_u262e.png']"
This is mobile_phone_with_arrow [EM] joystick [EM] woman_technologist.,This is internal organ.,U+1F4F2 U+1F579 U+FE0F U+1F469 U+200D U+1F4BB,0,6,POSITION,1447.png,📲🕹️👩‍💻,"['noto-emoji/png/512/emoji_u1f4f2.png', 'noto-emoji/png/512/emoji_u1f579.png', 'noto-emoji/png/512/emoji_u1f469.png', 'noto-emoji/png/512/emoji_u1f4bb.png']"
This is thought_balloon [EM] thought_balloon.,This is internal organ.,U+1F4AD U+1F4AD,0,6,INWARDNESS,1439.png,💭💭,"['noto-emoji/png/512/emoji_u1f4ad.png', 'noto-emoji/png/512/emoji_u1f4ad.png']"
This is mechanical_leg [EM] woman_mechanic.,This is internal organ.,U+1F9BF U+1F469 U+200D U+1F527,0,6,POSITION,1454.png,🦿👩‍🔧,"['noto-emoji/png/512/emoji_u1f9bf.png', 'noto-emoji/png/512/emoji_u1f469.png', 'noto-emoji/png/512/emoji_u1f527.png']"
This is gear [EM] gear [EM] gear.,This is internal organ.,U+2699 U+FE0F U+2699 U+FE0F U+2699 U+FE0F,0,6,POSITION,1450.png,⚙️⚙️⚙️,"['noto-emoji/png/512/emoji_u2699.png', 'noto-emoji/png/512/emoji_u2699.png', 'noto-emoji/png/512/emoji_u2699.png']"
This is nerd_face [EM] brain.,This is internal organ.,U+1F913 U+1F9E0,0,6,INWARDNESS,1446.png,🤓🧠,"['noto-emoji/png/512/emoji_u1f913.png', 'noto-emoji/png/512/emoji_u1f9e0.png']"
This is mobile_phone_with_arrow [EM] joystick [EM] woman_technologist.,This is internal organ.,U+1F4F2 U+1F579 U+FE0F U+1F469 U+200D U+1F4BB,0,6,POSITION,1447.png,📲🕹️👩‍💻,"['noto-emoji/png/512/emoji_u1f4f2.png', 'noto-emoji/png/512/emoji_u1f579.png', 'noto-emoji/png/512/emoji_u1f469.png', 'noto-emoji/png/512/emoji_u1f4bb.png']"
This is clockwise_vertical_arrows [EM] gear.,This is internal organ.,U+1F503 U+2699 U+FE0F,0,6,POSITION,1451.png,🔃⚙️,"['noto-emoji/png/512/emoji_u1f503.png', 'noto-emoji/png/512/emoji_u2699.png']"
This is dna [EM] gear.,This is internal sense.,U+1F9EC U+2699 U+FE0F,0,6,POSITION,1448.png,🧬⚙️,"['noto-emoji/png/512/emoji_u1f9ec.png', 'noto-emoji/png/512/emoji_u2699.png']"
This is mobile_phone_with_arrow [EM] joystick [EM] woman_technologist.,This is internal sense.,U+1F4F2 U+1F579 U+FE0F U+1F469 U+200D U+1F4BB,0,6,POSITION,1447.png,📲🕹️👩‍💻,"['noto-emoji/png/512/emoji_u1f4f2.png', 'noto-emoji/png/512/emoji_u1f579.png', 'noto-emoji/png/512/emoji_u1f469.png', 'noto-emoji/png/512/emoji_u1f4bb.png']"
This is mechanical_leg [EM] woman_mechanic.,This is internal sense.,U+1F9BF U+1F469 U+200D U+1F527,0,6,POSITION,1454.png,🦿👩‍🔧,"['noto-emoji/png/512/emoji_u1f9bf.png', 'noto-emoji/png/512/emoji_u1f469.png', 'noto-emoji/png/512/emoji_u1f527.png']"
This is man_office_worker [EM] backhand_index_pointing_left [EM] brain [EM] anatomical_heart [EM] lungs.,This is internal sense.,U+1F468 U+200D U+1F4BC U+1F448 U+1F9E0 U+1FAC0 U+1FAC1,0,6,POSITION,1437.png,👨‍💼👈🧠🫀🫁,"['noto-emoji/png/512/emoji_u1f468.png', 'noto-emoji/png/512/emoji_u1f4bc.png', 'noto-emoji/png/512/emoji_u1f448.png', 'noto-emoji/png/512/emoji_u1f9e0.png', 'noto-emoji/png/512/emoji_u1fac0.png', 'noto-emoji/png/512/emoji_u1fac1.png']"
This is dna [EM] gear.,This is internal sense.,U+1F9EC U+2699 U+FE0F,0,6,POSITION,1448.png,🧬⚙️,"['noto-emoji/png/512/emoji_u1f9ec.png', 'noto-emoji/png/512/emoji_u2699.png']"
This is brain [EM] man_health_worker [EM] stethoscope.,This is internal sense.,U+1F9E0 U+1F468 U+200D U+2695 U+FE0F U+1FA7A,0,6,POSITION,1431.png,🧠👨‍⚕️🩺,"['noto-emoji/png/512/emoji_u1f9e0.png', 'noto-emoji/png/512/emoji_u1f468.png', 'noto-emoji/png/512/emoji_u2695.png', 'noto-emoji/png/512/emoji_u1fa7a.png']"
This is mobile_phone_with_arrow [EM] joystick [EM] woman_technologist.,This is internal sense.,U+1F4F2 U+1F579 U+FE0F U+1F469 U+200D U+1F4BB,0,6,POSITION,1447.png,📲🕹️👩‍💻,"['noto-emoji/png/512/emoji_u1f4f2.png', 'noto-emoji/png/512/emoji_u1f579.png', 'noto-emoji/png/512/emoji_u1f469.png', 'noto-emoji/png/512/emoji_u1f4bb.png']"
This is mechanical_leg [EM] woman_mechanic.,This is internal sense.,U+1F9BF U+1F469 U+200D U+1F527,0,6,POSITION,1454.png,🦿👩‍🔧,"['noto-emoji/png/512/emoji_u1f9bf.png', 'noto-emoji/png/512/emoji_u1f469.png', 'noto-emoji/png/512/emoji_u1f527.png']"
This is brain [EM] eyes [EM] anatomical_heart.,This is internal mechanism.,U+1F9E0 U+1F440 U+1FAC0,0,6,POSITION,1432.png,🧠👀🫀,"['noto-emoji/png/512/emoji_u1f9e0.png', 'noto-emoji/png/512/emoji_u1f440.png', 'noto-emoji/png/512/emoji_u1fac0.png']"
This is brain [EM] man_health_worker [EM] stethoscope.,This is internal mechanism.,U+1F9E0 U+1F468 U+200D U+2695 U+FE0F U+1FA7A,0,6,POSITION,1431.png,🧠👨‍⚕️🩺,"['noto-emoji/png/512/emoji_u1f9e0.png', 'noto-emoji/png/512/emoji_u1f468.png', 'noto-emoji/png/512/emoji_u2695.png', 'noto-emoji/png/512/emoji_u1fa7a.png']"
This is anatomical_heart [EM] lungs.,This is internal mechanism.,U+1FAC0 U+1FAC1,0,6,POSITION,1434.png,🫀🫁,"['noto-emoji/png/512/emoji_u1fac0.png', 'noto-emoji/png/512/emoji_u1fac1.png']"
This is anatomical_heart [EM] brain [EM] lungs.,This is internal mechanism.,U+1FAC0 U+1F9E0 U+1FAC1,0,6,POSITION,1433.png,🫀🧠🫁,"['noto-emoji/png/512/emoji_u1fac0.png', 'noto-emoji/png/512/emoji_u1f9e0.png', 'noto-emoji/png/512/emoji_u1fac1.png']"
This is brain [EM] eyes [EM] anatomical_heart.,This is internal mechanism.,U+1F9E0 U+1F440 U+1FAC0,0,6,POSITION,1432.png,🧠👀🫀,"['noto-emoji/png/512/emoji_u1f9e0.png', 'noto-emoji/png/512/emoji_u1f440.png', 'noto-emoji/png/512/emoji_u1fac0.png']"
This is woman_in_lotus_position.,This is internal mechanism.,U+1F9D8 U+200D U+2640 U+FE0F,0,6,INWARDNESS,1442.png,🧘‍♀️,"['noto-emoji/png/512/emoji_u1f9d8.png', 'noto-emoji/png/512/emoji_u2640.png']"
This is man_office_worker [EM] backhand_index_pointing_left [EM] brain [EM] anatomical_heart [EM] lungs.,This is internal mechanism.,U+1F468 U+200D U+1F4BC U+1F448 U+1F9E0 U+1FAC0 U+1FAC1,0,6,POSITION,1437.png,👨‍💼👈🧠🫀🫁,"['noto-emoji/png/512/emoji_u1f468.png', 'noto-emoji/png/512/emoji_u1f4bc.png', 'noto-emoji/png/512/emoji_u1f448.png', 'noto-emoji/png/512/emoji_u1f9e0.png', 'noto-emoji/png/512/emoji_u1fac0.png', 'noto-emoji/png/512/emoji_u1fac1.png']"
This is backhand_index_pointing_right [EM] eyes [EM] backhand_index_pointing_left.,This is internal mechanism.,U+1F449 U+1F440 U+1F448,0,6,INWARDNESS,1444.png,👉👀👈,"['noto-emoji/png/512/emoji_u1f449.png', 'noto-emoji/png/512/emoji_u1f440.png', 'noto-emoji/png/512/emoji_u1f448.png']"
This is sun [EM] woman_raising_hand_light_skin_tone.,This is dry paint.,U+2600 U+FE0F U+1F64B U+1F3FB U+200D U+2640 U+FE0F,0,6,EMOTIONALITY,1485.png,☀️🙋🏻‍♀️,"['noto-emoji/png/512/emoji_u2600.png', 'noto-emoji/png/512/emoji_u1f64b.png', 'noto-emoji/png/512/emoji_u1f3fb.png', 'noto-emoji/png/512/emoji_u2640.png']"
This is desert [EM] partying_face.,This is dry paint.,U+1F3DC U+FE0F U+1F973,0,6,EMOTIONALITY,1479.png,🏜️🥳,"['noto-emoji/png/512/emoji_u1f3dc.png', 'noto-emoji/png/512/emoji_u1f973.png']"
This is hot_springs [EM] sunset.,This is dry paint.,U+2668 U+FE0F U+1F307,0,6,WETNESS,1470.png,♨️🌇,"['noto-emoji/png/512/emoji_u2668.png', 'noto-emoji/png/512/emoji_u1f307.png']"
This is desert [EM] speaking_head.,This is dry paint.,U+1F3DC U+FE0F U+1F5E3 U+FE0F,0,6,EMOTIONALITY,1473.png,🏜️🗣️,"['noto-emoji/png/512/emoji_u1f3dc.png', 'noto-emoji/png/512/emoji_u1f5e3.png']"
This is hot_springs [EM] globe_showing_Americas [EM] thermometer.,This is dry paint.,U+2668 U+FE0F U+1F30E U+1F321 U+FE0F,0,6,WETNESS,1494.png,♨️🌎🌡️,"['noto-emoji/png/512/emoji_u2668.png', 'noto-emoji/png/512/emoji_u1f30e.png', 'noto-emoji/png/512/emoji_u1f321.png']"
This is non-potable_water [EM] desert [EM] cactus.,This is dry paint.,U+1F6B1 U+1F3DC U+1F335,0,6,WETNESS,1490.png,🚱🏜🌵,"['noto-emoji/png/512/emoji_u1f6b1.png', 'noto-emoji/png/512/emoji_u1f3dc.png', 'noto-emoji/png/512/emoji_u1f335.png']"
This is desert_island [EM] cityscape [EM] sun.,This is dry paint.,U+1F3DD U+FE0F U+1F3D9 U+FE0F U+2600 U+FE0F,0,6,WETNESS,1464.png,🏝️🏙️☀️,"['noto-emoji/png/512/emoji_u1f3dd.png', 'noto-emoji/png/512/emoji_u1f3d9.png', 'noto-emoji/png/512/emoji_u2600.png']"
This is tornado [EM] desert_island.,This is dry paint.,U+1F32A U+FE0F U+20 U+1F3DD U+FE0F,0,6,WETNESS,1467.png,🌪️ 🏝️,"['noto-emoji/png/512/emoji_u1f32a.png', 'noto-emoji/png/512/emoji_u1f3dd.png']"
This is cactus [EM] hot_face [EM] hot_face [EM] hot_face [EM] hot_face.,This is dry land.,U+1F335 U+1F975 U+1F975 U+1F975 U+1F975,0,6,WETNESS,1491.png,🌵🥵🥵🥵🥵,"['noto-emoji/png/512/emoji_u1f335.png', 'noto-emoji/png/512/emoji_u1f975.png', 'noto-emoji/png/512/emoji_u1f975.png', 'noto-emoji/png/512/emoji_u1f975.png', 'noto-emoji/png/512/emoji_u1f975.png']"
This is sun [EM] woman_raising_hand_light_skin_tone.,This is dry land.,U+2600 U+FE0F U+1F64B U+1F3FB U+200D U+2640 U+FE0F,0,6,EMOTIONALITY,1485.png,☀️🙋🏻‍♀️,"['noto-emoji/png/512/emoji_u2600.png', 'noto-emoji/png/512/emoji_u1f64b.png', 'noto-emoji/png/512/emoji_u1f3fb.png', 'noto-emoji/png/512/emoji_u2640.png']"
This is weary_face [EM] face_with_rolling_eyes [EM] writing_hand_light_skin_tone [EM] memo.,This is dry land.,U+1F629 U+1F644 U+270D U+1F3FB U+1F4DD,0,6,EMOTIONALITY,1474.png,😩🙄✍🏻📝,"['noto-emoji/png/512/emoji_u1f629.png', 'noto-emoji/png/512/emoji_u1f644.png', 'noto-emoji/png/512/emoji_u270d.png', 'noto-emoji/png/512/emoji_u1f3fb.png', 'noto-emoji/png/512/emoji_u1f4dd.png']"
This is desert [EM] partying_face.,This is dry land.,U+1F3DC U+FE0F U+1F973,0,6,EMOTIONALITY,1479.png,🏜️🥳,"['noto-emoji/png/512/emoji_u1f3dc.png', 'noto-emoji/png/512/emoji_u1f973.png']"
This is cactus [EM] hot_face [EM] hot_face [EM] hot_face [EM] hot_face.,This is dry land.,U+1F335 U+1F975 U+1F975 U+1F975 U+1F975,0,6,WETNESS,1491.png,🌵🥵🥵🥵🥵,"['noto-emoji/png/512/emoji_u1f335.png', 'noto-emoji/png/512/emoji_u1f975.png', 'noto-emoji/png/512/emoji_u1f975.png', 'noto-emoji/png/512/emoji_u1f975.png', 'noto-emoji/png/512/emoji_u1f975.png']"
This is person_raising_hand [EM] expressionless_face [EM] expressionless_face [EM] expressionless_face.,This is dry land.,U+1F64B U+1F611 U+1F611 U+1F611,0,6,EMOTIONALITY,1483.png,🙋😑😑😑,"['noto-emoji/png/512/emoji_u1f64b.png', 'noto-emoji/png/512/emoji_u1f611.png', 'noto-emoji/png/512/emoji_u1f611.png', 'noto-emoji/png/512/emoji_u1f611.png']"
This is hot_springs [EM] globe_showing_Americas [EM] thermometer.,This is dry land.,U+2668 U+FE0F U+1F30E U+1F321 U+FE0F,0,6,WETNESS,1494.png,♨️🌎🌡️,"['noto-emoji/png/512/emoji_u2668.png', 'noto-emoji/png/512/emoji_u1f30e.png', 'noto-emoji/png/512/emoji_u1f321.png']"
This is hot_springs [EM] globe_showing_Americas [EM] thermometer.,This is dry land.,U+2668 U+FE0F U+1F30E U+1F321 U+FE0F,0,6,WETNESS,1494.png,♨️🌎🌡️,"['noto-emoji/png/512/emoji_u2668.png', 'noto-emoji/png/512/emoji_u1f30e.png', 'noto-emoji/png/512/emoji_u1f321.png']"
This is cross_mark [EM] sweat_droplets [EM] artist_palette.,This is dry critique.,U+274C U+1F4A6 U+1F3A8,0,6,WETNESS,1455.png,❌💦🎨,"['noto-emoji/png/512/emoji_u274c.png', 'noto-emoji/png/512/emoji_u1f4a6.png', 'noto-emoji/png/512/emoji_u1f3a8.png']"
This is hot_springs [EM] sunset.,This is dry critique.,U+2668 U+FE0F U+1F307,0,6,WETNESS,1470.png,♨️🌇,"['noto-emoji/png/512/emoji_u2668.png', 'noto-emoji/png/512/emoji_u1f307.png']"
This is cross_mark [EM] sweat_droplets [EM] artist_palette.,This is dry critique.,U+274C U+1F4A6 U+1F3A8,0,6,WETNESS,1455.png,❌💦🎨,"['noto-emoji/png/512/emoji_u274c.png', 'noto-emoji/png/512/emoji_u1f4a6.png', 'noto-emoji/png/512/emoji_u1f3a8.png']"
This is cactus [EM] hot_face [EM] hot_face [EM] hot_face [EM] hot_face.,This is dry critique.,U+1F335 U+1F975 U+1F975 U+1F975 U+1F975,0,6,WETNESS,1491.png,🌵🥵🥵🥵🥵,"['noto-emoji/png/512/emoji_u1f335.png', 'noto-emoji/png/512/emoji_u1f975.png', 'noto-emoji/png/512/emoji_u1f975.png', 'noto-emoji/png/512/emoji_u1f975.png', 'noto-emoji/png/512/emoji_u1f975.png']"
This is waving_hand [EM] face_with_rolling_eyes.,This is dry critique.,U+1F44B U+1F644,0,6,EMOTIONALITY,1484.png,👋🙄,"['noto-emoji/png/512/emoji_u1f44b.png', 'noto-emoji/png/512/emoji_u1f644.png']"
This is paintbrush [EM] person_gesturing_NO [EM] sweat_droplets.,This is dry critique.,U+1F58C U+FE0F U+1F645 U+1F4A6,0,6,WETNESS,1456.png,🖌️🙅💦,"['noto-emoji/png/512/emoji_u1f58c.png', 'noto-emoji/png/512/emoji_u1f645.png', 'noto-emoji/png/512/emoji_u1f4a6.png']"
This is paintbrush [EM] person_gesturing_NO [EM] sweat_droplets.,This is dry critique.,U+1F58C U+FE0F U+1F645 U+1F4A6,0,6,WETNESS,1456.png,🖌️🙅💦,"['noto-emoji/png/512/emoji_u1f58c.png', 'noto-emoji/png/512/emoji_u1f645.png', 'noto-emoji/png/512/emoji_u1f4a6.png']"
This is tornado [EM] artist_palette.,This is dry critique.,U+1F32A U+FE0F U+1F3A8,0,6,WETNESS,1459.png,🌪️🎨,"['noto-emoji/png/512/emoji_u1f32a.png', 'noto-emoji/png/512/emoji_u1f3a8.png']"
This is paintbrush [EM] person_gesturing_NO [EM] sweat_droplets.,This is dry greeting.,U+1F58C U+FE0F U+1F645 U+1F4A6,0,6,WETNESS,1456.png,🖌️🙅💦,"['noto-emoji/png/512/emoji_u1f58c.png', 'noto-emoji/png/512/emoji_u1f645.png', 'noto-emoji/png/512/emoji_u1f4a6.png']"
This is hot_face [EM] desert [EM] prohibited [EM] COOL_button.,This is dry greeting.,U+1F975 U+1F3DC U+20 U+1F6AB U+20 U+1F192,0,6,WETNESS,1466.png,🥵🏜 🚫 🆒,"['noto-emoji/png/512/emoji_u1f975.png', 'noto-emoji/png/512/emoji_u1f3dc.png', 'noto-emoji/png/512/emoji_u1f6ab.png', 'noto-emoji/png/512/emoji_u1f192.png']"
This is umbrella_on_ground [EM] desert_island.,This is dry greeting.,U+26F1 U+FE0F U+1F3DD U+FE0F,0,6,WETNESS,1468.png,⛱️🏝️,"['noto-emoji/png/512/emoji_u26f1.png', 'noto-emoji/png/512/emoji_u1f3dd.png']"
This is sun [EM] sun [EM] sun [EM] hot_face.,This is dry greeting.,U+2600 U+FE0F U+2600 U+FE0F U+2600 U+FE0F U+1F975,0,6,WETNESS,1488.png,☀️☀️☀️🥵,"['noto-emoji/png/512/emoji_u2600.png', 'noto-emoji/png/512/emoji_u2600.png', 'noto-emoji/png/512/emoji_u2600.png', 'noto-emoji/png/512/emoji_u1f975.png']"
This is weary_face [EM] face_with_rolling_eyes [EM] writing_hand_light_skin_tone [EM] memo.,This is dry greeting.,U+1F629 U+1F644 U+270D U+1F3FB U+1F4DD,0,6,EMOTIONALITY,1474.png,😩🙄✍🏻📝,"['noto-emoji/png/512/emoji_u1f629.png', 'noto-emoji/png/512/emoji_u1f644.png', 'noto-emoji/png/512/emoji_u270d.png', 'noto-emoji/png/512/emoji_u1f3fb.png', 'noto-emoji/png/512/emoji_u1f4dd.png']"
This is cactus [EM] thermometer.,This is dry greeting.,U+1F335 U+1F321,0,6,WETNESS,1493.png,🌵🌡,"['noto-emoji/png/512/emoji_u1f335.png', 'noto-emoji/png/512/emoji_u1f321.png']"
This is desert.,This is dry greeting.,U+1F3DC U+FE0F,0,6,WETNESS,1463.png,🏜️,['noto-emoji/png/512/emoji_u1f3dc.png']
This is paintbrush [EM] person_gesturing_NO [EM] sweat_droplets.,This is dry greeting.,U+1F58C U+FE0F U+1F645 U+1F4A6,0,6,WETNESS,1456.png,🖌️🙅💦,"['noto-emoji/png/512/emoji_u1f58c.png', 'noto-emoji/png/512/emoji_u1f645.png', 'noto-emoji/png/512/emoji_u1f4a6.png']"
This is sun [EM] face_with_symbols_on_mouth.,This is dry climate.,U+2600 U+FE0F U+1F92C,0,6,EMOTIONALITY,1477.png,☀️🤬,"['noto-emoji/png/512/emoji_u2600.png', 'noto-emoji/png/512/emoji_u1f92c.png']"
This is desert [EM] desert_island.,This is dry climate.,U+1F3DC U+FE0F U+1F3DD U+FE0F,0,6,WETNESS,1465.png,🏜️🏝️,"['noto-emoji/png/512/emoji_u1f3dc.png', 'noto-emoji/png/512/emoji_u1f3dd.png']"
This is weary_face [EM] face_with_rolling_eyes [EM] writing_hand_light_skin_tone [EM] memo.,This is dry climate.,U+1F629 U+1F644 U+270D U+1F3FB U+1F4DD,0,6,EMOTIONALITY,1474.png,😩🙄✍🏻📝,"['noto-emoji/png/512/emoji_u1f629.png', 'noto-emoji/png/512/emoji_u1f644.png', 'noto-emoji/png/512/emoji_u270d.png', 'noto-emoji/png/512/emoji_u1f3fb.png', 'noto-emoji/png/512/emoji_u1f4dd.png']"
This is man_pouting [EM] speaking_head [EM] speech_balloon.,This is dry climate.,U+1F64E U+200D U+2642 U+FE0F U+1F5E3 U+FE0F U+1F4AC,0,6,EMOTIONALITY,1472.png,🙎‍♂️🗣️💬,"['noto-emoji/png/512/emoji_u1f64e.png', 'noto-emoji/png/512/emoji_u2642.png', 'noto-emoji/png/512/emoji_u1f5e3.png', 'noto-emoji/png/512/emoji_u1f4ac.png']"
This is desert [EM] partying_face.,This is dry climate.,U+1F3DC U+FE0F U+1F973,0,6,EMOTIONALITY,1479.png,🏜️🥳,"['noto-emoji/png/512/emoji_u1f3dc.png', 'noto-emoji/png/512/emoji_u1f973.png']"
This is weary_face [EM] face_with_rolling_eyes [EM] writing_hand_light_skin_tone [EM] memo.,This is dry climate.,U+1F629 U+1F644 U+270D U+1F3FB U+1F4DD,0,6,EMOTIONALITY,1474.png,😩🙄✍🏻📝,"['noto-emoji/png/512/emoji_u1f629.png', 'noto-emoji/png/512/emoji_u1f644.png', 'noto-emoji/png/512/emoji_u270d.png', 'noto-emoji/png/512/emoji_u1f3fb.png', 'noto-emoji/png/512/emoji_u1f4dd.png']"
This is wind_face [EM] nail_polish.,This is dry climate.,U+1F32C U+FE0F U+1F485,0,6,WETNESS,1460.png,🌬️💅,"['noto-emoji/png/512/emoji_u1f32c.png', 'noto-emoji/png/512/emoji_u1f485.png']"
This is sun [EM] artist_palette.,This is dry climate.,U+2600 U+FE0F U+1F3A8,0,6,WETNESS,1461.png,☀️🎨,"['noto-emoji/png/512/emoji_u2600.png', 'noto-emoji/png/512/emoji_u1f3a8.png']"
